Full Name,Birth Date (YYYY-MM-DD),Birth City,Birth State/Province (if applicable),Birth Country,Primary Profession,Primary Research Area,Major Contribution
Isaac Angelou 439,1908-07-13,Berlin,,Germany,Novelist & Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Ernest Williams 440,1910-04-05,Moscow,,Russia,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Federico Rowling 441,1983-09-19,Buenos Aires,,Argentina,Literary Fiction Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Harold Garcia Lorca 442,1961-06-14,San Francisco,California,United States,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
George King 443,1962-06-06,Vancouver,British Columbia,Canada,Science Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Chimamanda Williams 444,1915-02-03,Chicago,Illinois,United States,Poetry Laureate,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Stan Dahl 445,1928-01-14,Vienna,,Austria,Literary Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Samuel Garcia Marquez 446,1985-01-04,Berlin,,Germany,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
Stan Asimov 447,1975-12-02,Sydney,New South Wales,Australia,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Ray Angelou 448,1976-08-26,Moscow,,Russia,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Simone Asimov 449,1975-04-20,Mumbai,Maharashtra,India,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Stan Stoppard 450,1969-02-10,Buenos Aires,,Argentina,Fantasy & Adventure Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Alan Foster Wallace 451,1914-01-17,Prague,,Czech Republic,Poet & Literary Critic,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Stan Stoppard 452,1912-02-04,San Francisco,California,United States,Comic Book Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Alan Vonnegut 453,1932-04-08,Berlin,,Germany,Literary Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Ernest King 454,1926-07-09,Santiago,,Chile,Non-Fiction & Essayist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Tennessee Miller 455,1961-02-02,Buenos Aires,,Argentina,Comic Book Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
Harold Lee 456,1911-03-23,Mumbai,Maharashtra,India,Poet & Literary Critic,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Alan Moore 457,1954-03-07,London,,United Kingdom,Fantasy & Adventure Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Ursula Garcia Lorca 458,1913-02-23,Boston,Massachusetts,United States,Comic Book Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Jorge Bradbury 459,1960-12-07,Boston,Massachusetts,United States,Poetry Laureate,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Arthur Christie 460,1979-01-06,Paris,,France,Comic Book Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Gabriel Hemingway 461,1967-06-20,Sydney,New South Wales,Australia,Fantasy & Adventure Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Maya Dahl 462,1975-02-15,Santiago,,Chile,Fantasy & Adventure Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
David R.R. Martin 463,1949-11-17,Dublin,,Ireland,Screenwriter & Playwright,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Pablo Vonnegut 464,1902-07-27,Toronto,Ontario,Canada,Literary Fiction Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Franz Sedaris 465,1904-05-02,Buenos Aires,,Argentina,Non-Fiction & Essayist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Alan O'Neill 466,1983-03-10,Moscow,,Russia,Non-Fiction & Essayist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
George Borges 467,1943-01-20,Berlin,,Germany,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Chimamanda Le Guin 468,1971-02-02,Toronto,Ontario,Canada,Poetry Laureate,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Franz Le Guin 469,1959-08-26,Santiago,,Chile,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Federico Asimov 470,1987-07-25,Santiago,,Chile,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Zadie Orwell 471,1910-07-10,Lagos,,Nigeria,Non-Fiction & Essayist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Chimamanda King 472,1911-03-28,Chicago,Illinois,United States,Novelist & Author,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Stan Dahl 473,1927-12-17,Edinburgh,,United Kingdom,Screenwriter & Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
Virginia Sedaris 474,1986-11-16,Moscow,,Russia,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Ernest Stoppard 475,1976-10-06,Moscow,,Russia,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Alan Sedaris 476,1979-01-28,Vienna,,Austria,Comic Book Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
Franz Miller 477,1972-10-02,Chicago,Illinois,United States,Poetry Laureate,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Toni Lee 478,1973-02-11,Chicago,Illinois,United States,Graphic Novelist,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Arthur Lee 479,1905-05-01,Santiago,,Chile,Poet & Literary Critic,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Isaac Sedaris 480,1942-08-22,Prague,,Czech Republic,Science Fiction Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Advancing Modernist Narrative Techniques and Psychological Realism
Agatha Smith 481,1900-08-03,Berlin,,Germany,Literary Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Gabriel Lee 482,1987-07-19,San Francisco,California,United States,Poetry Laureate,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
J.K. Asimov 483,1950-11-20,Mumbai,Maharashtra,India,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Zadie Lewis 484,1967-11-04,Boston,Massachusetts,United States,Literary Fiction Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Gabriel Woolf 485,1984-04-21,Tokyo,,Japan,Novelist & Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Neil Beckett 486,1952-02-03,Edinburgh,,United Kingdom,Novelist & Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Frank Stoppard 487,1909-09-02,Lagos,,Nigeria,Novelist & Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Arthur Lee 488,1909-09-18,Dublin,,Ireland,Poet & Literary Critic,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Aldous R.R. Martin 489,1908-09-16,Vancouver,British Columbia,Canada,Poet & Literary Critic,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Tennessee Neruda 490,1931-04-14,Vienna,,Austria,Comic Book Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Albert Huxley 491,1982-04-07,Lagos,,Nigeria,Poetry Laureate,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
Agatha Morrison 492,1953-03-16,Prague,,Czech Republic,Literary Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Arthur Stoppard 493,1954-05-25,Edinburgh,,United Kingdom,Literary Fiction Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Albert Tolkien 494,1917-08-23,San Francisco,California,United States,Science Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Tennessee Herbert 495,1977-08-28,Chicago,Illinois,United States,Comic Book Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
David Rowling 496,1920-06-11,Paris,,France,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Tom Miller 497,1923-08-28,Moscow,,Russia,Poetry Laureate,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
Alan Lee 498,1984-07-13,London,,United Kingdom,Poet & Literary Critic,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Albert Angelou 499,1904-05-23,Paris,,France,Poetry Laureate,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Tennessee Bradbury 500,1968-04-04,Buenos Aires,,Argentina,Comic Book Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Arthur Moore 501,1943-09-24,Toronto,Ontario,Canada,Graphic Novelist,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
J.R.R. Clarke 502,1904-06-05,Edinburgh,,United Kingdom,Screenplay Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Agatha Garcia Lorca 503,1912-03-21,Boston,Massachusetts,United States,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Eugene Tolkien 504,1952-10-09,Prague,,Czech Republic,Fantasy & Adventure Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
Roald Pinter 505,1976-12-08,Vancouver,British Columbia,Canada,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Frank Garcia Lorca 506,1963-02-28,Chicago,Illinois,United States,Novelist & Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Jorge R.R. Martin 507,1908-01-09,Berlin,,Germany,Screenplay Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Gabriel Adichie 508,1954-02-08,Edinburgh,,United Kingdom,Screenplay Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Aldous Williams 509,1930-02-26,Boston,Massachusetts,United States,Non-Fiction & Essayist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Frank Beckett 510,1980-09-18,Boston,Massachusetts,United States,Poetry Laureate,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
David R.R. Martin 511,1935-09-22,San Francisco,California,United States,Screenwriter & Playwright,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Maya Bradbury 512,1952-12-10,Berlin,,Germany,Poet & Literary Critic,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Simone Smith 513,1966-12-24,Boston,Massachusetts,United States,Screenwriter & Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Simone Dahl 514,1920-05-01,Chicago,Illinois,United States,Non-Fiction & Essayist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Defining Magical Realism in World Literature and Latin American Prose
Pablo Pinter 515,1929-11-28,Moscow,,Russia,Non-Fiction & Essayist,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Arthur Williams 516,1955-12-05,Paris,,France,Novelist & Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
Jorge King 517,1921-03-22,Berlin,,Germany,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Stan Murakami 518,1920-11-22,Toronto,Ontario,Canada,Science Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Stephen Bradbury 519,1936-11-15,Moscow,,Russia,Screenwriter & Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Ray Sedaris 520,1929-08-20,Paris,,France,Fantasy & Adventure Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
David Huxley 521,1982-01-18,Paris,,France,Fantasy & Adventure Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
George O'Neill 522,1962-07-09,Moscow,,Russia,Literary Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Agatha Borges 523,1914-08-14,Mumbai,Maharashtra,India,Poetry Laureate,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Simone Kafka 524,1908-09-17,Moscow,,Russia,Poetry Laureate,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Ursula O'Neill 525,1911-03-02,San Francisco,California,United States,Novelist & Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Pablo Le Guin 526,1945-01-03,Prague,,Czech Republic,Non-Fiction & Essayist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Stephen King 527,1904-10-04,Toronto,Ontario,Canada,Science Fiction Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
Arthur King 528,1979-09-03,Lagos,,Nigeria,Science Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
J.K. King 529,1934-04-13,Lagos,,Nigeria,Screenplay Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
David Asimov 530,1988-07-02,Mumbai,Maharashtra,India,Science Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Neil Hemingway 531,1971-11-25,Paris,,France,Graphic Novelist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Gabriel Rowling 532,1902-11-20,Lagos,,Nigeria,Science Fiction Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
Aldous Pinter 533,1909-06-16,Berlin,,Germany,Screenwriter & Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Pablo Rowling 534,1965-11-15,Toronto,Ontario,Canada,Non-Fiction & Essayist,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Franz Miller 535,1980-09-27,Dublin,,Ireland,Comic Book Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Arthur Huxley 536,1977-02-04,Dublin,,Ireland,Non-Fiction & Essayist,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
J.R.R. Clarke 537,1946-08-22,Buenos Aires,,Argentina,Screenplay Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Stephen Le Guin 538,1921-06-08,Paris,,France,Literary Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Arthur Christie 539,1959-04-02,Edinburgh,,United Kingdom,Poetry Laureate,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Roald Asimov 540,1951-08-17,Paris,,France,Non-Fiction & Essayist,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
Haruki Gaiman 541,1903-09-28,Vancouver,British Columbia,Canada,Dramatic Playwright,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Franz Sedaris 542,1946-09-27,Dublin,,Ireland,Comic Book Writer,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Harold Hemingway 543,1963-06-15,Chicago,Illinois,United States,Comic Book Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Defining Magical Realism in World Literature and Latin American Prose
Ursula Morrison 544,1918-06-12,Prague,,Czech Republic,Comic Book Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Frank Huxley 545,1906-04-15,Prague,,Czech Republic,Literary Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Roald King 546,1970-11-23,Toronto,Ontario,Canada,Comic Book Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
J.R.R. Clarke 547,1953-11-22,Vancouver,British Columbia,Canada,Screenwriter & Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Samuel Williams 548,1905-07-20,Sydney,New South Wales,Australia,Poet & Literary Critic,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Albert Kafka 549,1956-10-22,Toronto,Ontario,Canada,Screenwriter & Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Samuel Hemingway 550,1971-01-09,Paris,,France,Screenplay Writer,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Samuel Kafka 551,1961-07-03,Vancouver,British Columbia,Canada,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Stan Dahl 552,1914-06-28,Vienna,,Austria,Screenplay Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Franz Pinter 553,1954-05-25,Mumbai,Maharashtra,India,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Neil Adichie 554,1963-12-15,Buenos Aires,,Argentina,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Toni Garcia Marquez 555,1958-04-04,New York City,New York,United States,Graphic Novelist,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
George Le Guin 556,1905-10-18,Prague,,Czech Republic,Poetry Laureate,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Jorge Miller 557,1901-02-05,Prague,,Czech Republic,Screenplay Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Simone O'Neill 558,1918-06-25,Vancouver,British Columbia,Canada,Graphic Novelist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Ursula Hemingway 559,1960-12-18,New York City,New York,United States,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Arthur Neruda 560,1931-12-27,Santiago,,Chile,Screenplay Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Arthur Williams 561,1925-02-28,Dublin,,Ireland,Graphic Novelist,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Chimamanda Pinter 562,1948-06-06,Paris,,France,Poet & Literary Critic,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Arthur Angelou 563,1916-10-01,Tokyo,,Japan,Non-Fiction & Essayist,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Franz Smith 564,1974-05-08,London,,United Kingdom,Poetry Laureate,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Maya Lee 565,1924-08-28,Lagos,,Nigeria,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Chimamanda Beckett 566,1905-04-23,Santiago,,Chile,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Frank Sedaris 567,1924-03-23,Toronto,Ontario,Canada,Comic Book Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Harold Garcia Lorca 568,1985-02-12,Boston,Massachusetts,United States,Graphic Novelist,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Frank Adichie 569,1902-02-22,Paris,,France,Science Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Arthur Gaiman 570,1930-09-06,San Francisco,California,United States,Screenplay Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Aldous Moore 571,1939-03-26,London,,United Kingdom,Poetry Laureate,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Virginia Beckett 572,1958-11-08,New York City,New York,United States,Screenwriter & Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Advancing Modernist Narrative Techniques and Psychological Realism
Harold Garcia Marquez 573,1926-09-22,Boston,Massachusetts,United States,Non-Fiction & Essayist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Zadie Moore 574,1966-02-06,Mumbai,Maharashtra,India,Science Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Gabriel Beckett 575,1945-12-28,Vienna,,Austria,Non-Fiction & Essayist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Gabriel De Beauvoir 576,1984-06-02,Paris,,France,Non-Fiction & Essayist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Federico Christie 577,1927-12-21,Lagos,,Nigeria,Poetry Laureate,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
George Smith 578,1913-10-08,Buenos Aires,,Argentina,Dramatic Playwright,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Isaac Stoppard 579,1972-01-19,Tokyo,,Japan,Science Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
George Neruda 580,1963-01-22,San Francisco,California,United States,Novelist & Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
C.S. Rowling 581,1917-11-11,San Francisco,California,United States,Poet & Literary Critic,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Roald Sedaris 582,1984-10-05,Edinburgh,,United Kingdom,Graphic Novelist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
Roald Sedaris 583,1951-11-07,Edinburgh,,United Kingdom,Non-Fiction & Essayist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
George Morrison 584,1922-09-16,Santiago,,Chile,Fantasy & Adventure Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Simone De Beauvoir 585,1972-08-06,Edinburgh,,United Kingdom,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
